🌐央视频道,#genre#
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,http://live.catvod.com/catvod.php?id=cctv1
CCTV1,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://69.165.67.56/yangjuan.php?id=cctv1hd@4000000
CCTV1,http://3501776.xyz:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://36.105.100.208:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://yemingjkl.x3322.net:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://xiaoya.crccxw.top:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://58.17.48.228:808/hls/1/index.m3u8
CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
CCTV1,http://113.26.202.52:1299/tsfile/live/0001_1.m3u8
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,https://cc06.tv12.xyz/1.m3u8
CCTV1,http://www.dsk.cc/php/bfgd.php?id=cctv1&m.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV1,http://3501776.xyz:35455/gaoma/cctv1.m3u8
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
CCTV1,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8
CCTV1,http://113.57.111.4:1111/tsfile/live/1000_1.m3u8
CCTV1,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8
CCTV1,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8
CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8
CCTV1,http://106.52.196.79/TV/mui.php?id=cctv1
CCTV1,http://106.53.99.30/tv/20250717.php?id=0001
CCTV1,http://106.53.99.30/tv/api.php?id=cctv1
CCTV1,http://106.53.99.30/tv/jzb.php?id=cctv1
CCTV1,http://39.164.174.139:5000/nl.m3u8?id=CCTV-1HD
CCTV1,http://171.15.18.199:8180/TV00000000000000000001@HHZT
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.86:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.14:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.119:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.129:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.1.17:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.1.144:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.1.76:5146
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.30:5146
CCTV1,http://8.138.7.223/tv/migu2.php?id=1
CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1
CCTV1,http://bailudz.top:1236/111/hahahaha.php?id=cctv1
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8
CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV1,http://113.64.146.99:9901/hls/18/index.m3u8
CCTV1,http://112.46.105.20:8009/hls/501/index.m3u8
CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
CCTV1,http://106.52.196.79:80/TV/mui.php?id=cctv1
CCTV1,http://1.180.2.93:9901/tsfile/live/1020_1.m3u8
CCTV1,https://migu.188766.xyz/?migutoken=453c11665bb8d402e31a4dd917b5ce36&id=CCTV1&pp=1
CCTV1,https://migu.188766.xyz/?migutoken=747ac474ce741b6892e0183d0320ea8b&id=CCTV1&pp=1
CCTV1,https://stream1.freetv.fun/e87ac64457c976111fc8524f11c25da508b807c29647c571b45ab13a609917c2.m3u8
CCTV1,https://stream1.freetv.fun/f1fa8406434117dfaa5c0b174fa90a31da74b1ad921fc3ce3662a40cff4d9001.m3u8
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.105.100.208:35455/gaoma/cctv1.m3u8
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://stream1.freetv.fun/2ad5af5d9a8d7243c8d9c7422ee6cf76bad9ac2c1e157bc9f199423fb5ed4845.m3u8
CCTV1,https://stream1.freetv.fun/f8b77654ee5202e90044771d42c97306dee3fac5acd35b60e23652873790de01.m3u8
CCTV1,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8
CCTV1,https://stream1.freetv.fun/0905e6f82d72f6c6a745f5f5bf328779cb3348751e044b96934fff521f5d97a5.m3u8
CCTV1,https://stream1.freetv.fun/32f2971092f2d6d62d14ecf5b7fec403c96200d3d03e70c6bc7deb2f66cf9fbb.m3u8
CCTV1,https://stream1.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8
CCTV1,https://stream1.freetv.fun/9f70f5d60b14bb1ef93886f17fa8f20f55f4a36ac45206f6c5a5bf9654d6e4fb.m3u8
CCTV1,https://stream1.freetv.fun/2622897affd8a1c93ab36252984ab0e499d1e4a6fc76b87e6ef8039de3f2e642.m3u8
CCTV1,https://stream1.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8
CCTV1,https://stream1.freetv.fun/03926cb79638398a11285c90b222911693264d56dc9fc0172bec90b39c6b371b.m3u8
CCTV1,https://stream1.freetv.fun/961876d0c8bba36f6519d7018724963b00d568ce7a9f1f1b31e2b373b4f1d2b3.m3u8
CCTV1,https://stream1.freetv.fun/df7cf71b3e02015b9029ac087b3eec56fde92fd81d162962570629faec293037.m3u8
CCTV1,https://stream1.freetv.fun/ee6bfbbf6bd7448cd334ce598474b15c4179f9cf07a6980cd02389132eef0af0.m3u8
CCTV1,https://stream1.freetv.fun/ed56f455ae3fdab6f18723bceb3da6c3ee2e7ad0914baa05f5a533c02f6f303d.m3u8
CCTV1,https://stream1.freetv.fun/5d284520daa692f05f56035b16d3664f0e1d00c595102fbb480bdd9365d80e12.ctv
CCTV1,https://stream1.freetv.fun/960192460e742af597efd712c6fee1c5baf1e90589d2166e6e3f0dd636132070.m3u8
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://www.freetv.top/migu/608807420.m3u8?migutoken=491f039071b1e5ca7ea22dab208a3373abd0aa38187ac74446778154f03126d09cf16f03bab30bbbe6b3654715b39584417cebbd010b1b65144b4d683dc814c330efffb70a09c7630ddbb49120
CCTV1,http://home.yulei.online:9999/rtp/226.0.2.153:9136
CCTV1,http://zqh2333.top:2222/rtp/239.93.24.184:5140
CCTV1,http://8.138.7.223/tv/dl/douyincdn.php?id=1
CCTV1,http://8.138.7.223/tv/dl/careryun.php?id=1
CCTV1,http://123.101.98.163:2000/rtp/239.16.20.1:10010
CCTV1,http://123.101.98.163:2000/rtp/239.16.10.1:2000
CCTV1,http://123.101.98.163:2000/rtp/239.16.10.36:2000
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv1
CCTV1,https://tv.iill.top/migu/cctv1
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV1,https://live.tvfix.org/live/cctv1hd/index.m3u8
CCTV1,http://221.2.148.205:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://223.105.252.60/PLTV/4/224/3221228581/index.m3u8?servicetype=1
CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2328&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6373&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4555&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2633&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3125&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1706&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0171&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8691&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8953&tk=a0c4f6cfaba3
CCTV1,https://cdn5.163189.xyz/live/cctv1/stream.m3u8
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
CCTV1,http://8.138.7.223/tv/mgitv.php?id=1
CCTV1,http://8.138.7.223/tv/mgitv.php?id=2
CCTV1,http://8.138.7.223/tv/mgitv.php?id=3
CCTV1,http://8.138.7.223/tv/mgitv.php?id=4
CCTV1,http://8.138.7.223/tv/mgitv.php?id=5
CCTV1,http://8.138.7.223/tv/mgitv.php?id=6
CCTV1,http://8.138.7.223/tv/mgitv.php?id=7
CCTV1,http://110.7.131.79:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://110.7.131.40:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://182.150.23.74:808/hls/1/index.m3u8
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=b0831136e327a93587e1920b5595d227c66a7f1a6aabb8e7532bc0682db88a37af6a27b88fde476a02c5f83db38f3b3e864bcf981c57f7fed9877095a1e2fac1a149f0f8869c5c1dc147bee7be
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=16a362b923a43fa0d4ce2aba3ecd88cd5e53be41dc5d15a9d1c9bad7fb665c1a2cee1355de7ca1df5ea56c38b88d68c7837724e9d16f358d73f49a202d62a71f7b2eb754beefe9b46eb9e8ab25
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=ba552a2083efcc0e9cac8e15f58b13e090dab068fdb3997d064fd7e6e5f165824a5caaa619f3447f77d75712ad65bd76cb137741f46b0a28cb1afc020328b9b4ec1d3f8e8fed80beb6245b6544
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=b6a50213ea411edfdeda0e4c7abb5985d6a4f4c3d2f34274d4906fe15400b56f0a5a4ae5fb1d8e0ba25591ea3977d8cc6e1a4faa5a316308a146dfe83d122086fb13709fb6495fea020b068333
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=9674d857d6e43e0789d8ec76bab7cdbe190192db368f8f0e2f8018a3e2a160ee9f9ce8d41030046da2b0373378dd65c74a6af0f9a31b8828027b8367d720ea077aef2f2a08a603b4e16074c6b9
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=7653cf8ec6440c201ccd67dfdbdd9a4c8401078f6b4cef8fc9258c372e1780fa8e3c5de722f5ac2cda4bd2291ccdf287a6caaac860219844ccf49b78b010dec5742f609b951e599c4b873bf8ad
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=d46a7802f5e358560129ef9519cb7db38f9f355847dd255fb5ac47a4bf8e3c6b5b980b45749fb1cb373b654d43a6fc41c66a124ad66ee40a80f07e155334fe6f023993dc3f284f86ab66653797
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=80908303af21bc464e188f7e6e33e325e8ac7cc103c5c0c6353cc836f0908085ba7e93a6689a2d96daf2f163fd9d3732ba71e1288a2e8bb2bf6ed82066df1e6eafbedc4ce9a9f3aa896c0e4cd9
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=2a6c4fb9cc8f7f2e3b74e061cd6015c3fac382e2bed56fc0e7ec642cda0243f33539c8b831a81a788ef263a552c1fc2e83f85c3aca1c5ac20b670cab6b54dd26fb6cfd1adfd5a289207103e06b
